source,category,metric,model,model_label,n,gold_med,llm_med,p,cd,mag,sig
Understand,Complexity,CC,gpt-5-codex-debug-oct22,GPT-5D,105,0.0377358490566037,0.2142857142857142,4.912961725038302e-12,0.3653514739229025,M,True
Understand,Complexity,WMC,gpt-5-codex-debug-oct22,GPT-5D,105,2.0,6.0,1.8635967981074354e-09,0.345578231292517,M,True
Understand,Complexity,MaxNest,gpt-5-codex-debug-oct22,GPT-5D,105,1.0,1.0,3.268281851825549e-06,0.28235827664399094,S,True
Understand,Complexity,NPATH,gpt-5-codex-debug-oct22,GPT-5D,105,0.0,1.0,4.053767543340445e-08,0.3454875283446712,M,True
Understand,Coupling,CBO,gpt-5-codex-debug-oct22,GPT-5D,105,0.0,0.0,0.042598852917112975,0.08834467120181407,N,True
Understand,Coupling,RFC,gpt-5-codex-debug-oct22,GPT-5D,105,0.0,0.0,0.06929491667063144,0.031383219954648524,N,False
Understand,Inheritance,DIT,gpt-5-codex-debug-oct22,GPT-5D,105,0.0,0.0,0.7110175598742254,-0.016054421768707482,N,False
Understand,Inheritance,NOC,gpt-5-codex-debug-oct22,GPT-5D,105,0.0,0.0,0.5562372923189007,0.0007256235827664399,N,False
Understand,Inheritance,IFANIN,gpt-5-codex-debug-oct22,GPT-5D,105,0.0,0.0,0.4666758392370949,0.010249433106575964,N,False
Understand,Cohesion,LCOM,gpt-5-codex-debug-oct22,GPT-5D,105,0.0,0.0,1.0,0.0,N,False
Understand,Size,LOC,gpt-5-codex-debug-oct22,GPT-5D,105,13.0,23.0,2.7352097716396992e-06,0.26104308390022674,S,True
Understand,Size,NL,gpt-5-codex-debug-oct22,GPT-5D,105,20.0,28.0,6.0849738769685285e-05,0.2018140589569161,S,True
Understand,Size,CLOC,gpt-5-codex-debug-oct22,GPT-5D,105,2.0,0.0,0.00013829568888028694,-0.2871655328798186,S,True
Understand,Size,NOM,gpt-5-codex-debug-oct22,GPT-5D,105,0.0,0.0,0.0382769597756647,0.03709750566893424,N,True
Understand,Size,NIM,gpt-5-codex-debug-oct22,GPT-5D,105,0.0,0.0,0.08958259933077993,0.025759637188208617,N,False
Understand,Size,NIV,gpt-5-codex-debug-oct22,GPT-5D,105,0.0,0.0,0.5253596018835172,0.022857142857142857,N,False
Pylint,Pylint,Issues (total),gpt-5-codex-debug-oct22,GPT-5D,105,0.0,1.0,0.1643798924840416,0.07129251700680272,N,False
Pylint,Pylint,Convention,gpt-5-codex-debug-oct22,GPT-5D,105,0.0,0.0,0.6929902047925884,-0.01578231292517007,N,False
Pylint,Pylint,Refactor,gpt-5-codex-debug-oct22,GPT-5D,105,0.0,0.0,0.9371221897259101,0.015600907029478459,N,False
Pylint,Pylint,Warning,gpt-5-codex-debug-oct22,GPT-5D,105,0.0,0.0,0.05845626893634875,0.1199092970521542,N,False
Pylint,Pylint,Error,gpt-5-codex-debug-oct22,GPT-5D,105,0.0,0.0,0.029886026909271207,0.05396825396825397,N,True
Understand,Complexity,CC,gpt-5-high-paper,GPT-5H,89,0.0357142857142857,0.1428571428571428,1.2366783761859335e-12,0.35235450069435675,M,True
Understand,Complexity,WMC,gpt-5-high-paper,GPT-5H,89,2.0,5.0,1.2117502801109325e-08,0.32647393005933595,S,True
Understand,Complexity,MaxNest,gpt-5-high-paper,GPT-5H,89,1.0,1.0,3.5733469262340796e-06,0.24479232420148972,S,True
Understand,Complexity,NPATH,gpt-5-high-paper,GPT-5H,89,0.0,1.0,1.9151320729134528e-07,0.3005933594243151,S,True
Understand,Coupling,CBO,gpt-5-high-paper,GPT-5H,89,0.0,0.0,0.14629554626671756,0.06173462946597652,N,False
Understand,Coupling,RFC,gpt-5-high-paper,GPT-5H,89,0.0,0.0,0.6687570765065292,-0.008711021335689939,N,False
Understand,Inheritance,DIT,gpt-5-high-paper,GPT-5H,89,0.0,0.0,0.17481564053282883,-0.04443883348062114,N,False
Understand,Inheritance,NOC,gpt-5-high-paper,GPT-5H,89,0.0,0.0,0.9936251460227049,-0.0108572149981063,N,False
Understand,Inheritance,IFANIN,gpt-5-high-paper,GPT-5H,89,0.0,0.0,0.9887041530001881,-0.010730968312081807,N,False
Understand,Cohesion,LCOM,gpt-5-high-paper,GPT-5H,89,0.0,0.0,1.0,0.0,N,False
Understand,Size,LOC,gpt-5-high-paper,GPT-5H,89,12.0,16.0,0.0001698512266389887,0.19176871607120313,S,True
Understand,Size,NL,gpt-5-high-paper,GPT-5H,89,19.0,32.0,2.460035488810468e-07,0.3086731473298826,S,True
Understand,Size,CLOC,gpt-5-high-paper,GPT-5H,89,1.0,11.0,9.62904581695497e-10,0.5155914657240247,L,True
Understand,Size,NOM,gpt-5-high-paper,GPT-5H,89,0.0,0.0,0.33156410249259394,0.020830703194041157,N,False
Understand,Size,NIM,gpt-5-high-paper,GPT-5H,89,0.0,0.0,0.5451759504872833,0.00820603459159197,N,False
Understand,Size,NIV,gpt-5-high-paper,GPT-5H,89,0.0,0.0,0.19045714706098005,0.041408913016033326,N,False
Pylint,Pylint,Issues (total),gpt-5-high-paper,GPT-5H,89,0.0,3.0,4.68150271731671e-08,0.3446534528468628,M,True
Pylint,Pylint,Convention,gpt-5-high-paper,GPT-5H,89,0.0,2.0,2.1549776797735022e-05,0.286453730589572,S,True
Pylint,Pylint,Refactor,gpt-5-high-paper,GPT-5H,89,0.0,0.0,0.011656923196679825,0.15995455119303117,S,True
Pylint,Pylint,Warning,gpt-5-high-paper,GPT-5H,89,0.0,0.0,9.972559433273178e-05,0.3201615957581114,S,True
Pylint,Pylint,Error,gpt-5-high-paper,GPT-5H,89,0.0,0.0,0.7795559598726394,0.002524933720489837,N,False
Understand,Complexity,CC,gptoss-paper,GPT-OSS,47,0.0285714285714285,0.0833333333333333,0.0016291269897948154,0.20280669986419195,S,True
Understand,Complexity,WMC,gptoss-paper,GPT-OSS,47,1.0,3.0,0.021425806402479968,0.15663196016296968,S,True
Understand,Complexity,MaxNest,gptoss-paper,GPT-OSS,47,0.0,1.0,0.04797565150479987,0.1516523313716614,S,True
Understand,Complexity,NPATH,gptoss-paper,GPT-OSS,47,0.0,0.0,0.12335384657094262,0.11453146220009054,N,False
Understand,Coupling,CBO,gptoss-paper,GPT-OSS,47,0.0,0.0,0.25792230509399294,-0.06292440018107741,N,False
Understand,Coupling,RFC,gptoss-paper,GPT-OSS,47,0.0,0.0,0.4185495408901275,-0.009053870529651425,N,False
Understand,Inheritance,DIT,gptoss-paper,GPT-OSS,47,0.0,0.0,0.1573232037839235,-0.04119511090991399,N,False
Understand,Inheritance,NOC,gptoss-paper,GPT-OSS,47,0.0,0.0,1.0,0.0,N,False
Understand,Inheritance,IFANIN,gptoss-paper,GPT-OSS,47,0.0,0.0,1.0,-0.0009053870529651426,N,False
Understand,Cohesion,LCOM,gptoss-paper,GPT-OSS,47,0.0,0.0,1.0,0.0,N,False
Understand,Size,LOC,gptoss-paper,GPT-OSS,47,12.0,9.0,0.8571565042162753,-0.05160706201901313,N,False
Understand,Size,NL,gptoss-paper,GPT-OSS,47,19.0,22.0,0.6414374448100979,-0.004074241738343142,N,False
Understand,Size,CLOC,gptoss-paper,GPT-OSS,47,2.0,5.0,0.01462656994775606,0.22363060208239022,S,True
Understand,Size,NOM,gptoss-paper,GPT-OSS,47,0.0,0.0,0.5929699093548381,-0.01403349932095971,N,False
Understand,Size,NIM,gptoss-paper,GPT-OSS,47,0.0,0.0,0.6241296879421493,-0.011770031688546853,N,False
Understand,Size,NIV,gptoss-paper,GPT-OSS,47,0.0,0.0,0.6405840908254348,0.01765504753282028,N,False
Pylint,Pylint,Issues (total),gptoss-paper,GPT-OSS,47,0.0,1.0,0.10297404138141833,0.1453146220009054,N,False
Pylint,Pylint,Convention,gptoss-paper,GPT-OSS,47,0.0,1.0,0.9479640660930114,0.05432322317790855,N,False
Pylint,Pylint,Refactor,gptoss-paper,GPT-OSS,47,0.0,0.0,0.6856647727006087,0.018560434585785424,N,False
Pylint,Pylint,Warning,gptoss-paper,GPT-OSS,47,0.0,0.0,0.01770767352754975,0.25486645540968766,S,True
Pylint,Pylint,Error,gptoss-paper,GPT-OSS,47,0.0,0.0,0.1577377199828095,0.11724762335898596,N,False
